Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_inr,Touchscreen_Flag,IPSpanel_Flag,Retina_Flag,Pixels,PPI_proxy,TotalStorage,CPU_brand,GPU_brand,OS_clean,Type_clean,PriceBand
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,1.85,449,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,49386,0,0,0,2073600,8520.710059,1024,Intel,Intel,Windows 10,Notebook,Budget
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,8,Windows 10,2.5,999,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,109880,0,0,0,2073600,8520.710059,256,Intel,Nvidia,Windows 10,Gaming,Mid
HP,EliteBook 840,Notebook,14,8,Windows 10,1.48,1268,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,139467,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Dell,Inspiron 7570,Ultrabook,15.6,8,Windows 10,1.9,1049,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,115380,0,1,0,2073600,8520.710059,1152,Intel,Nvidia,Windows 10,Ultrabook,Upper-Mid
HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1144,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,125829,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4,Linux,2,274.99,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,30246,0,0,0,1049088,4310.848126,1024,Intel,Intel,Linux,Notebook,Budget
Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2,1142.75,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 940MX,125691,0,0,0,2073600,8520.710059,256,Intel,Nvidia,Windows 10,Notebook,Upper-Mid
Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,274.9,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics,30236,0,0,0,1049088,4310.848126,500,Intel,Intel,Linux,Notebook,Budget
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,899,Full HD,1920,1080,No,No,No,AMD,3.6,A12-Series 9720P,2048,0,HDD,No,AMD,Radeon 530,98881,0,0,0,2073600,8520.710059,2048,Amd,Amd,Windows 10,Notebook,Mid
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,716,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 930MX ,78753,0,1,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Notebook,Mid
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,230869,1,1,0,8294400,42929.455,512,Intel,Intel,Windows 10,2 In 1 Convertible,Premium
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1579,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,173674,0,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,Ultrabook,Premium
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1129,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,2048,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,124179,0,1,0,2073600,8520.710059,2304,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
HP,Stream 14-AX001nv,Notebook,14,2,Windows 10,1.44,279,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,30687,0,0,0,1049088,5352.489796,32,Intel,Intel,Windows 10,Notebook,Budget
Dell,Latitude 5590,Ultrabook,15.6,16,Windows 10,1.88,1607.96,Full HD,1920,1080,No,No,No,Intel,1.9,Core i7 8650U,512,256,SSD,SSD,Intel,UHD Graphics 620,176860,0,0,0,2073600,8520.710059,768,Intel,Intel,Windows 10,Ultrabook,Premium
Asus,VivoBook Flip,2 in 1 Convertible,11.6,4,Windows 10,1.5,375,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,41246,1,0,0,1049088,7796.432818,32,Intel,Intel,Windows 10,2 In 1 Convertible,Budget
Dell,Inspiron 5570,Ultrabook,15.6,8,Windows 10,1.9,663,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 530,72923,0,0,0,2073600,8520.710059,1024,Intel,Amd,Windows 10,Ultrabook,Mid
Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,2027.42,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,222996,1,0,0,8294400,34082.84024,512,Intel,Nvidia,Windows 10,Notebook,Premium
HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1304,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,143427,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
MSI,GP72MVR 7RFX,Gaming,17.3,8,Windows 10,2.7,1409,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,154976,0,0,0,2073600,6928.397207,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
HP,Zbook 15,Workstation,15.6,8,Windows 10,2.6,1738.27,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,191192,0,0,0,2073600,8520.710059,256,Intel,Nvidia,Windows 10,Workstation,Premium
Toshiba,Tecra A50-C-21G,Notebook,15.6,16,Windows 10,2.4,1403,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,GeForce 930M,154316,0,1,0,2073600,8520.710059,512,Intel,Nvidia,Windows 10,Notebook,Upper-Mid
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,970.9,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,2048,SSD,HDD,AMD,Radeon 530,106789,0,0,0,2073600,8520.710059,2176,Intel,Amd,Windows 10,Notebook,Mid
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,No OS,2.2,321.99,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,35416,0,0,0,1049088,4310.848126,1024,Intel,Intel,No Os,Notebook,Budget
Dell,Inspiron 7577,Gaming,15.6,8,Windows 10,2.65,999,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,109880,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Windows 10,Gaming,Mid
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.36,557.37,Standard,1366,768,Yes,No,No,Intel,2.5,Core i5 7200U,2048,0,HDD,No,Intel,HD Graphics 620,61305,1,0,0,1049088,4310.848126,2048,Intel,Intel,Windows 10,Notebook,Mid
Dell,Latitude 7480,Notebook,14,8,Windows 10,1.36,1427,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,156956,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,439,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,48286,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Budget
Asus,Zenbook UX410UA-GV027T,Notebook,14,8,Windows 10,2,945,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,103941,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Mid
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,719,Standard,1600,900,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 940MX,79083,0,0,0,1440000,4811.386949,1152,Intel,Nvidia,Windows 10,Notebook,Mid
HP,250 G6,Notebook,15.6,8,Windows 10,1.86,639,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,70284,0,0,0,2073600,8520.710059,1024,Intel,Intel,Windows 10,Notebook,Mid
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,499,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Nvidia,GeForce 920MX ,54885,0,0,0,1049088,4310.848126,256,Intel,Nvidia,No Os,Notebook,Budget
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,389,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,2048,0,HDD,No,Intel,HD Graphics 405,42786,0,0,0,1049088,4310.848126,2048,Intel,Intel,Windows 10,Notebook,Budget
Dell,Inspiron 5770,Notebook,17.3,8,Windows 10,2.8,1085,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,119339,0,0,0,2073600,6928.397207,1152,Intel,Amd,Windows 10,Notebook,Upper-Mid
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,809,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,88982,0,1,0,2073600,8520.710059,1152,Intel,Nvidia,No Os,Gaming,Mid
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.33,899,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,98881,0,0,0,2073600,8520.710059,256,Intel,Amd,Windows 10,Notebook,Mid
HP,Elitebook 1040,Ultrabook,14,8,Windows 10,1.36,1750,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,192482,0,1,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Ultrabook,Premium
Asus,ZenBook Flip,2 in 1 Convertible,15.6,12,Windows 10,2.26,1099,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GT 940MX,120879,1,0,0,2073600,8520.710059,2560,Intel,Nvidia,Windows 10,2 In 1 Convertible,Upper-Mid
Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,426,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,128,0,SSD,No,AMD,Radeon R5,46856,0,0,0,1049088,4310.848126,128,Amd,Amd,Windows 10,Notebook,Budget
Asus,Rog Strix,Gaming,17.3,16,Windows 10,3.25,2199,Full HD,1920,1080,No,Yes,No,AMD,3,Ryzen 1700,256,1024,SSD,HDD,AMD,Radeon RX 580,241868,0,1,0,2073600,6928.397207,1280,Amd,Amd,Windows 10,Gaming,Premium
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,Windows 10,2.6,489,Standard,1600,900,No,No,No,AMD,2.2,A8-Series 7410,128,0,SSD,No,AMD,Radeon R5,53785,0,0,0,1440000,4811.386949,128,Amd,Amd,Windows 10,Notebook,Budget
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,95582,1,0,0,2073600,11722.53943,256,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4,Windows 10,1.91,488.99,Full HD,1920,1080,No,No,No,AMD,3,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,53784,0,0,0,2073600,8520.710059,256,Amd,Amd,Windows 10,Notebook,Budget
Lenovo,Yoga 11e,Netbook,11.6,4,Windows 10,1.59,553,Standard,1366,768,No,Yes,No,Intel,1.1,Celeron Quad Core N3450,128,0,SSD,No,Intel,HD Graphics 500,60824,0,1,0,1049088,7796.432818,128,Intel,Intel,Windows 10,Netbook,Mid
Dell,Inspiron 3552,Notebook,15.6,4,Windows 10,1.8,309,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,33987,0,0,0,1049088,4310.848126,500,Intel,Intel,Windows 10,Notebook,Budget
Asus,VivoBook E403NA,Notebook,14,4,Windows 10,1.5,286,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,31457,0,0,0,1049088,5352.489796,32,Intel,Intel,Windows 10,Notebook,Budget
Acer,Aspire 7,Notebook,15.6,8,Linux,2.4,846,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,93052,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Linux,Notebook,Mid
HP,Omen 17-w212nv,Gaming,17.3,8,Windows 10,3.35,1191,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,130998,0,1,0,2073600,6928.397207,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4,No OS,1.85,403.5,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,44381,0,0,0,2073600,8520.710059,128,Intel,Intel,No Os,Notebook,Budget
Asus,ROG Strix,Gaming,15.6,8,Windows 10,2.3,1655,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,182033,0,1,0,2073600,8520.710059,1152,Intel,Nvidia,Windows 10,Gaming,Premium
Lenovo,IdeaPad 720S-14IKB,Notebook,14,8,Windows 10,1.5,1099,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,120879,0,1,0,2073600,10579.59184,256,Intel,Nvidia,Windows 10,Notebook,Upper-Mid
Asus,Zenbook Flip,Ultrabook,13.3,16,Windows 10,1.1,1748.9,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,192362,1,0,0,2073600,11722.53943,512,Intel,Intel,Windows 10,Ultrabook,Premium
Lenovo,Thinkpad X1,Ultrabook,14,8,Windows 10,1.13,2282,Standard,2560,1440,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,250997,0,1,0,3686400,18808.16327,512,Intel,Intel,Windows 10,Ultrabook,Premium
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4,Windows 10,1.5,549,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,60385,0,1,0,2073600,11722.53943,128,Intel,Intel,Windows 10,Notebook,Mid
Dell,Precision 3510,Workstation,15.6,8,Windows 10,2.23,1369,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 6440HQ,500,0,HDD,No,AMD,FirePro W5130M,150576,0,0,0,2073600,8520.710059,500,Intel,Amd,Windows 10,Workstation,Upper-Mid
Dell,Precision 5520,Workstation,15.6,8,Windows 10,2,2135,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M1200,234829,0,1,0,2073600,8520.710059,256,Intel,Nvidia,Windows 10,Workstation,Premium
Lenovo,ThinkPad X1,2 in 1 Convertible,14,16,Windows 10,1.42,2509,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,275965,1,0,0,3686400,18808.16327,512,Intel,Intel,Windows 10,2 In 1 Convertible,Ultra
Asus,Rog GL753VD-GC042T,Gaming,17.3,8,Windows 10,3,1039,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,114280,0,0,0,2073600,6928.397207,1024,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Asus,Rog GL753VE-GC070T,Gaming,17.3,16,Windows 10,3,1591,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,174994,0,0,0,2073600,6928.397207,1280,Intel,Nvidia,Windows 10,Gaming,Premium
Acer,Aspire 5,Notebook,15.6,12,Windows 10,2.2,693.99,Standard,1366,768,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX130,76332,0,1,0,1049088,4310.848126,1024,Intel,Nvidia,Windows 10,Notebook,Mid
MSI,Leopard GP72M,Gaming,17.3,8,Windows 10,2.7,1349,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,148377,0,0,0,2073600,6928.397207,256,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
Dell,Inspiron 5567,Notebook,15.6,8,Linux,2.33,778.87,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,85668,0,0,0,2073600,8520.710059,256,Intel,Amd,Linux,Notebook,Mid
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4,Windows 10,1.91,499,Full HD,1920,1080,No,No,No,AMD,3,A9-Series 9420,256,0,SSD,No,AMD,Radeon 520,54885,0,0,0,2073600,8520.710059,256,Amd,Amd,Windows 10,Ultrabook,Budget
Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1229.56,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,135239,0,1,0,2073600,8520.710059,256,Intel,Amd,Windows 10,Notebook,Upper-Mid
Lenovo,ThinkPad L470,Notebook,14,8,Windows 10,1.9,938,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,103171,0,1,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Notebook,Mid
Dell,Precision M5520,Workstation,15.6,8,Windows 10,1.78,2712,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,298293,1,0,0,8294400,34082.84024,256,Intel,Nvidia,Windows 10,Workstation,Ultra
Lenovo,Thinkpad X1,Ultrabook,14,16,Windows 10,1.13,2625,Standard,2560,1440,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,288724,0,1,0,3686400,18808.16327,1024,Intel,Intel,Windows 10,Ultrabook,Ultra
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,306,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,33657,0,0,0,1049088,4310.848126,1024,Intel,Intel,Windows 10,Notebook,Budget
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,2.9,1529,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,168175,0,0,0,2073600,6928.397207,1280,Intel,Nvidia,Windows 10,Gaming,Premium
Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1144.5,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,1024,SSD,HDD,AMD,Radeon RX 550,125884,0,1,0,2073600,8520.710059,1280,Intel,Amd,Windows 10,Notebook,Upper-Mid
Acer,Aspire 7,Notebook,15.6,8,Linux,2.5,879,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,96681,0,0,0,2073600,8520.710059,256,Intel,Nvidia,Linux,Notebook,Mid
MSI,GE73VR 7RF,Gaming,17.3,16,Windows 10,2.8,2249,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,247368,0,0,0,2073600,6928.397207,1280,Intel,Nvidia,Windows 10,Gaming,Premium
Asus,Zenbook 3,Ultrabook,14,8,Windows 10,1.1,1873,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,206011,0,0,0,2073600,10579.59184,512,Intel,Intel,Windows 10,Ultrabook,Premium
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16,Windows 10,1.2,1747,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,192153,0,0,0,2073600,11722.53943,512,Intel,Intel,Windows 10,Ultrabook,Premium
Dell,Latitude 7480,Ultrabook,14,8,Windows 10,1.36,1680,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,512,0,SSD,No,Intel,HD Graphics,184783,0,0,0,2073600,10579.59184,512,Intel,Intel,Windows 10,Ultrabook,Premium
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,409,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,44986,0,0,0,2073600,8520.710059,500,Intel,Intel,Windows 10,Notebook,Budget
Lenovo,Lenovo IdeaPad,Notebook,11.6,2,Windows 10,1.15,304.45,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,33486,0,0,0,1049088,7796.432818,32,Intel,Intel,Windows 10,Notebook,Budget
Lenovo,ThinkPad P51,Workstation,15.6,8,Windows 10,2.67,1925,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,Quadro M1200,211731,0,0,0,2073600,8520.710059,512,Intel,Nvidia,Windows 10,Workstation,Premium
Lenovo,Thinkpad T470p,Ultrabook,14,8,Windows 10,1.7,1943,Full HD,2560,1440,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GT 940MX,213711,0,1,0,3686400,18808.16327,512,Intel,Nvidia,Windows 10,Ultrabook,Premium
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,469,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon 520,51585,0,0,0,2073600,8520.710059,1024,Intel,Amd,Windows 10,Notebook,Budget
Acer,Aspire R7,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,86783,1,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.27,928,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,102071,1,1,0,2073600,11722.53943,256,Intel,Intel,Windows 10,2 In 1 Convertible,Mid
Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.3,598.9,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M430,65873,0,0,0,2073600,8520.710059,256,Intel,Amd,Linux,Notebook,Mid
Dell,Latitude 3380,Notebook,13.3,4,Windows 10,1.65,689,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,75783,0,0,0,1049088,5930.736616,128,Intel,Intel,Windows 10,Notebook,Mid
HP,EliteBook 1040,Ultrabook,14,8,Windows 10,1.43,1500,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,164985,0,0,0,2073600,10579.59184,256,Intel,Intel,Windows 10,Ultrabook,Upper-Mid
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.14,539.95,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,59389,0,0,0,1049088,4310.848126,1024,Intel,Intel,Windows 10,Notebook,Mid
Lenovo,ThinkPad E480,Ultrabook,14,8,Windows 10,1.75,1215.38,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,133680,0,1,0,2073600,10579.59184,256,Intel,Amd,Windows 10,Ultrabook,Upper-Mid
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16,Windows 10,2,1899,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,208871,1,1,0,8294400,34082.84024,512,Intel,Nvidia,Windows 10,2 In 1 Convertible,Premium
Chuwi,LapBook 12.3,Notebook,12.3,6,Windows 10,1.4,449,Standard,2736,1824,No,Yes,Yes,Intel,1.1,Celeron Quad Core N3450,64,0,Flash Storage,No,Intel,HD Graphics 500,49386,0,1,1,4990464,32986.07971,64,Intel,Intel,Windows 10,Notebook,Budget
HP,ProBook 650,Notebook,15.6,8,Windows 10,2.31,1427,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Intel,HD Graphics 630,156956,0,0,0,2073600,8520.710059,256,Intel,Intel,Windows 10,Notebook,Upper-Mid
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8,Linux,2.3,597,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 940MX,65664,0,0,0,2073600,8520.710059,1024,Intel,Nvidia,Linux,Notebook,Mid
Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,2799,Standard,2560,1440,No,Yes,No,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,307862,0,1,0,3686400,12317.15059,1280,Intel,Nvidia,Windows 10,Gaming,Ultra
Dell,Inspiron 7577,Gaming,15.6,8,Windows 10,2.62,1159,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,127478,0,1,0,2073600,8520.710059,1152,Intel,Nvidia,Windows 10,Gaming,Upper-Mid
